key,service,resource_name,asset_class,identity_rule,parent_params,required_args,collect,reason
cloud9.environment_ec2,cloud9,EnvironmentEC2,artifact,none,,,no,no read operation; cannot be collected
cloud9.tags_for_resource,cloud9,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
clouddirectory.facet_attribute,clouddirectory,facet_attribute,artifact,none,,,no,"name denotes an API readout, not a resource"
clouddirectory.link_attribute,clouddirectory,link_attribute,artifact,none,,,no,"name denotes an API readout, not a resource"
clouddirectory.object_attribute,clouddirectory,object_attribute,artifact,none,,,no,"name denotes an API readout, not a resource"
clouddirectory.tags_for_resource,clouddirectory,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
clouddirectory.typed_link_facet_attribute,clouddirectory,typed_link_facet_attribute,artifact,none,,,no,"name denotes an API readout, not a resource"
cloudformation.custom_resource,cloudformation,CustomResource,artifact,none,,,no,no read operation; cannot be collected
cloudformation.guard_hook,cloudformation,GuardHook,artifact,none,,,no,no read operation; cannot be collected
cloudformation.hook_default_version,cloudformation,HookDefaultVersion,artifact,none,,,no,no read operation; cannot be collected
cloudformation.hook_result,cloudformation,hook_result,artifact,none,,,no,"name denotes an API readout, not a resource"
cloudformation.hook_type_config,cloudformation,HookTypeConfig,artifact,none,,,no,no read operation; cannot be collected
cloudformation.hook_version,cloudformation,HookVersion,artifact,none,,,no,no read operation; cannot be collected
cloudformation.lambda_hook,cloudformation,LambdaHook,artifact,none,,,no,no read operation; cannot be collected
cloudformation.macro,cloudformation,Macro,artifact,none,,,no,no read operation; cannot be collected
cloudformation.module_default_version,cloudformation,ModuleDefaultVersion,artifact,none,,,no,no read operation; cannot be collected
cloudformation.module_version,cloudformation,ModuleVersion,artifact,none,,,no,no read operation; cannot be collected
cloudformation.public_type_version,cloudformation,PublicTypeVersion,artifact,none,,,no,no read operation; cannot be collected
cloudformation.resource_default_version,cloudformation,ResourceDefaultVersion,artifact,none,,,no,no read operation; cannot be collected
cloudformation.resource_version,cloudformation,ResourceVersion,artifact,none,,,no,no read operation; cannot be collected
cloudformation.stack_event,cloudformation,stack_event,artifact,none,,,no,returns a list but declares no id field
cloudformation.stack_resource,cloudformation,stack_resource,artifact,none,,,no,returns a list but declares no id field
cloudformation.type_activation,cloudformation,TypeActivation,artifact,none,,,no,no read operation; cannot be collected
cloudformation.wait_condition,cloudformation,WaitCondition,artifact,none,,,no,no read operation; cannot be collected
cloudformation.wait_condition_handle,cloudformation,WaitConditionHandle,artifact,none,,,no,no read operation; cannot be collected
cloudfront.anycast_ip_list,cloudfront,AnycastIpList,artifact,none,,,no,no read operation; cannot be collected
cloudfront.connection_group,cloudfront,ConnectionGroup,artifact,none,,,no,no read operation; cannot be collected
cloudfront.distribution_tenant,cloudfront,DistributionTenant,artifact,none,,,no,no read operation; cannot be collected
cloudfront.monitoring_subscription,cloudfront,MonitoringSubscription,artifact,none,,,no,no read operation; cannot be collected
cloudfront.trust_store,cloudfront,TrustStore,artifact,none,,,no,no read operation; cannot be collected
cloudfront.vpc_origin,cloudfront,VpcOrigin,artifact,none,,,no,no read operation; cannot be collected
cloudhsm.tags_for_resource,cloudhsm,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
cloudhsmv2.resource_policy,cloudhsmv2,resource_policy,artifact,none,,,no,returns a list but declares no id field
cloudhsmv2.tag,cloudhsmv2,tag,artifact,none,,,no,"name denotes an API readout, not a resource"
cloudtrail.insight_selector,cloudtrail,insight_selector,artifact,none,,,no,returns a list but declares no id field
cloudtrail.resource_policy,cloudtrail,ResourcePolicy,artifact,none,,,no,no read operation; cannot be collected
cloudwatch.alarm_history,cloudwatch,alarm_history,artifact,none,,,no,returns a list but declares no id field
cloudwatch.alarm_mute_rule,cloudwatch,AlarmMuteRule,artifact,none,,,no,no read operation; cannot be collected
cloudwatch.log_alarm,cloudwatch,LogAlarm,artifact,none,,,no,no read operation; cannot be collected
cloudwatch.o_tel_enrichment,cloudwatch,OTelEnrichment,artifact,none,,,no,no read operation; cannot be collected
cloudwatch.tags_for_resource,cloudwatch,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codeartifact.package_group,codeartifact,PackageGroup,artifact,none,,,no,no read operation; cannot be collected
codecommit.tags_for_resource,codecommit,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codeconnections.host,codeconnections,host,artifact,none,,,no,returns a list but declares no id field
codeconnections.repository_sync_definition,codeconnections,repository_sync_definition,artifact,none,,,no,returns a list but declares no id field
codeconnections.repository_sync_status,codeconnections,repository_sync_statu,artifact,none,,,no,returns a list but declares no id field
codeconnections.resource_sync_status,codeconnections,resource_sync_statu,artifact,none,,,no,returns a list but declares no id field
codeconnections.sync_blocker_summary,codeconnections,sync_blocker_summary,artifact,none,,,no,"name denotes an API readout, not a resource"
codeconnections.sync_configuration,codeconnections,sync_configuration,artifact,none,,,no,returns a list but declares no id field
codeconnections.tags_for_resource,codeconnections,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codedeploy.git_hub_account_token_name,codedeploy,git_hub_account_token_name,artifact,none,,,no,returns a list but declares no id field
codedeploy.tags_for_resource,codedeploy,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguru-reviewer.recommendation,codeguru-reviewer,recommendation,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguru-reviewer.tags_for_resource,codeguru-reviewer,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguru-security.account_configuration,codeguru-security,account_configuration,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguru-security.metrics_summary,codeguru-security,metrics_summary,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguru-security.tags_for_resource,codeguru-security,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguruprofiler.findings_report,codeguruprofiler,findings_report,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguruprofiler.findings_report_account_summary,codeguruprofiler,findings_report_account_summary,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguruprofiler.recommendation,codeguruprofiler,recommendation,artifact,none,,,no,"name denotes an API readout, not a resource"
codeguruprofiler.tags_for_resource,codeguruprofiler,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codepipeline.custom_action_type,codepipeline,CustomActionType,artifact,none,,,no,no read operation; cannot be collected
codepipeline.tags_for_resource,codepipeline,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codestar.git_hub_repository,codestar,GitHubRepository,artifact,none,,,no,no read operation; cannot be collected
codestar-connections.sync_blocker_summary,codestar-connections,sync_blocker_summary,artifact,none,,,no,"name denotes an API readout, not a resource"
codestar-connections.tags_for_resource,codestar-connections,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codestar-notifications.event_type,codestar-notifications,event_type,artifact,none,,,no,The catalogue of notification event types AWS publishes.
codestar-notifications.tags_for_resource,codestar-notifications,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
codestar-notifications.target,codestar-notifications,target,artifact,none,,,no,returns a list but declares no id field
codestar-connections.connection,codestarconnections,Connection,artifact,none,,,no,no read operation; cannot be collected
codestar-connections.repository_link,codestarconnections,RepositoryLink,artifact,none,,,no,no read operation; cannot be collected
codestar-connections.sync_configuration,codestarconnections,SyncConfiguration,artifact,none,,,no,no read operation; cannot be collected
codestar-notifications.notification_rule,codestarnotifications,NotificationRule,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.identity_pool_principal_tag,cognito-identity,IdentityPoolPrincipalTag,artifact,none,,,no,"name denotes an API readout, not a resource"
cognito-identity.identity_pool_role_attachment,cognito-identity,IdentityPoolRoleAttachment,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.log_delivery_configuration,cognito-identity,LogDeliveryConfiguration,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.managed_login_branding,cognito-identity,ManagedLoginBranding,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.tags_for_resource,cognito-identity,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
cognito-identity.terms,cognito-identity,Terms,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_client,cognito-identity,UserPoolClient,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_domain,cognito-identity,UserPoolDomain,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_group,cognito-identity,UserPoolGroup,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_identity_provider,cognito-identity,UserPoolIdentityProvider,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_regional_configuration_attachment,cognito-identity,UserPoolRegionalConfigurationAttachment,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_replica,cognito-identity,UserPoolReplica,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_resource_server,cognito-identity,UserPoolResourceServer,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_risk_configuration_attachment,cognito-identity,UserPoolRiskConfigurationAttachment,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_ui_customization_attachment,cognito-identity,UserPoolUICustomizationAttachment,artifact,none,,,no,no read operation; cannot be collected
cognito-identity.user_pool_user,cognito-identity,UserPoolUser,artifact,none,,,no,no read operation; cannot be collected
