cfn_type,cfn_namespace,cfn_resource,slug,primary_identifier,additional_identifiers,arn_property,has_read_handler,taggable,relationship_refs,description
AWS::Backup::BackupPlan,Backup,BackupPlan,backup.backup_plan,BackupPlanId,,BackupPlanArn,yes,yes,,Resource Type definition for AWS::Backup::BackupPlan
AWS::Backup::BackupSelection,Backup,BackupSelection,backup.backup_selection,Id,,,yes,no,,Resource Type definition for AWS::Backup::BackupSelection
AWS::Backup::BackupVault,Backup,BackupVault,backup.backup_vault,BackupVaultName,,BackupVaultArn,yes,yes,,Resource Type definition for AWS::Backup::BackupVault
AWS::Backup::Framework,Backup,Framework,backup.framework,FrameworkArn,,FrameworkArn,yes,yes,,"Contains detailed information about a framework. Frameworks contain controls, which evaluate and report on your backup events and resources. Frameworks generate daily compliance results."
AWS::Backup::LegalHold,Backup,LegalHold,backup.legal_hold,Arn,LegalHoldId,Arn,yes,yes,,Creates a legal hold on recovery points (backups). A legal hold prevents backups from being deleted while under hold.
AWS::Backup::LogicallyAirGappedBackupVault,Backup,LogicallyAirGappedBackupVault,backup.logically_air_gapped_backup_vault,BackupVaultName,,BackupVaultArn,yes,yes,,Resource Type definition for AWS::Backup::LogicallyAirGappedBackupVault
AWS::Backup::ReportPlan,Backup,ReportPlan,backup.report_plan,ReportPlanArn,,ReportPlanArn,yes,yes,,Contains detailed information about a report plan in AWS Backup Audit Manager.
AWS::Backup::RestoreTestingPlan,Backup,RestoreTestingPlan,backup.restore_testing_plan,RestoreTestingPlanName,,RestoreTestingPlanArn,yes,yes,,Definition of AWS::Backup::RestoreTestingPlan Resource Type
AWS::Backup::RestoreTestingSelection,Backup,RestoreTestingSelection,backup.restore_testing_selection,"RestoreTestingPlanName,RestoreTestingSelectionName",,,yes,no,,Resource Type definition for AWS::Backup::RestoreTestingSelection
AWS::Backup::TieringConfiguration,Backup,TieringConfiguration,backup.tiering_configuration,TieringConfigurationName,,TieringConfigurationArn,yes,yes,,Resource Type definition for AWS::Backup::TieringConfiguration
AWS::BackupGateway::Hypervisor,BackupGateway,Hypervisor,backup-gateway.hypervisor,HypervisorArn,,HypervisorArn,yes,yes,,Definition of AWS::BackupGateway::Hypervisor Resource Type
AWS::Batch::ComputeEnvironment,Batch,ComputeEnvironment,batch.compute_environment,ComputeEnvironmentArn,ComputeEnvironmentName,ComputeEnvironmentArn,yes,yes,,Resource Type definition for AWS::Batch::ComputeEnvironment
AWS::Batch::ConsumableResource,Batch,ConsumableResource,batch.consumable_resource,ConsumableResourceArn,,ConsumableResourceArn,yes,yes,,Resource Type definition for AWS::Batch::ConsumableResource
AWS::Batch::JobDefinition,Batch,JobDefinition,batch.job_definition,JobDefinitionName,,JobDefinitionArn,yes,yes,,Resource Type definition for AWS::Batch::JobDefinition
AWS::Batch::JobQueue,Batch,JobQueue,batch.job_queue,JobQueueArn,,JobQueueArn,yes,yes,,Resource Type definition for AWS::Batch::JobQueue
AWS::Batch::QuotaShare,Batch,QuotaShare,batch.quota_share,QuotaShareArn,QuotaShareName,QuotaShareArn,yes,yes,,"Creates an AWS Batch quota share. Each quota share operates as a virtual queue with a configured compute capacity, resource sharing strategy, and borrow limits."
AWS::Batch::SchedulingPolicy,Batch,SchedulingPolicy,batch.scheduling_policy,Arn,,Arn,yes,yes,,Resource Type definition for AWS::Batch::SchedulingPolicy
AWS::Batch::ServiceEnvironment,Batch,ServiceEnvironment,batch.service_environment,ServiceEnvironmentArn,ServiceEnvironmentName,ServiceEnvironmentArn,yes,yes,,Resource Type definition for AWS::Batch::ServiceEnvironment
AWS::BcmPricingCalculator::BillScenario,BcmPricingCalculator,BillScenario,bcm-pricing-calculator.bill_scenario,Arn,Id,Arn,yes,yes,,Resource Type definition for AWS::BcmPricingCalculator::BillScenario
AWS::Bedrock::Agent,Bedrock,Agent,bedrock.agent,AgentId,,AgentArn,yes,yes,,Definition of AWS::Bedrock::Agent Resource Type
AWS::Bedrock::AgentAlias,Bedrock,AgentAlias,bedrock.agent_alias,"AgentId,AgentAliasId",AgentAliasArn,AgentAliasArn,yes,yes,,Definition of AWS::Bedrock::AgentAlias Resource Type
AWS::Bedrock::ApplicationInferenceProfile,Bedrock,ApplicationInferenceProfile,bedrock.application_inference_profile,InferenceProfileIdentifier,,InferenceProfileArn,yes,yes,,Definition of AWS::Bedrock::ApplicationInferenceProfile Resource Type
AWS::Bedrock::AutomatedReasoningPolicy,Bedrock,AutomatedReasoningPolicy,bedrock.automated_reasoning_policy,PolicyArn,,PolicyArn,yes,yes,,Definition of AWS::Bedrock::AutomatedReasoningPolicy Resource Type
AWS::Bedrock::AutomatedReasoningPolicyVersion,Bedrock,AutomatedReasoningPolicyVersion,bedrock.automated_reasoning_policy_version,"PolicyArn,Version",,,yes,yes,,Definition of AWS::Bedrock::AutomatedReasoningPolicyVersion Resource Type
AWS::Bedrock::Blueprint,Bedrock,Blueprint,bedrock.blueprint,BlueprintArn,,BlueprintArn,yes,yes,,Definition of AWS::Bedrock::Blueprint Resource Type
AWS::Bedrock::DataAutomationLibrary,Bedrock,DataAutomationLibrary,bedrock.data_automation_library,LibraryArn,,LibraryArn,yes,yes,,Resource Type definition for AWS::Bedrock::DataAutomationLibrary
AWS::Bedrock::DataAutomationProject,Bedrock,DataAutomationProject,bedrock.data_automation_project,ProjectArn,,ProjectArn,yes,yes,,Definition of AWS::Bedrock::DataAutomationProject Resource Type
AWS::Bedrock::DataSource,Bedrock,DataSource,bedrock.data_source,"KnowledgeBaseId,DataSourceId",,,yes,no,,Definition of AWS::Bedrock::DataSource Resource Type
AWS::Bedrock::EnforcedGuardrailConfiguration,Bedrock,EnforcedGuardrailConfiguration,bedrock.enforced_guardrail_configuration,ConfigId,,GuardrailArn,yes,no,,Definition of AWS::Bedrock::EnforcedGuardrailConfiguration Resource Type
AWS::Bedrock::Flow,Bedrock,Flow,bedrock.flow,Arn,Id,Arn,yes,yes,,Definition of AWS::Bedrock::Flow Resource Type
AWS::Bedrock::FlowAlias,Bedrock,FlowAlias,bedrock.flow_alias,"Arn,FlowArn",,Arn,yes,yes,,Definition of AWS::Bedrock::FlowAlias Resource Type
AWS::Bedrock::FlowVersion,Bedrock,FlowVersion,bedrock.flow_version,"FlowArn,Version",,ExecutionRoleArn,yes,no,,Definition of AWS::Bedrock::FlowVersion Resource Type
AWS::Bedrock::Guardrail,Bedrock,Guardrail,bedrock.guardrail,GuardrailArn,,GuardrailArn,yes,yes,,Definition of AWS::Bedrock::Guardrail Resource Type
AWS::Bedrock::GuardrailVersion,Bedrock,GuardrailVersion,bedrock.guardrail_version,"GuardrailId,Version",,GuardrailArn,yes,no,,Definition of AWS::Bedrock::GuardrailVersion Resource Type
AWS::Bedrock::IntelligentPromptRouter,Bedrock,IntelligentPromptRouter,bedrock.intelligent_prompt_router,PromptRouterArn,,PromptRouterArn,yes,yes,,Definition of AWS::Bedrock::IntelligentPromptRouter Resource Type
AWS::Bedrock::KnowledgeBase,Bedrock,KnowledgeBase,bedrock.knowledge_base,KnowledgeBaseId,,KnowledgeBaseArn,yes,yes,,Definition of AWS::Bedrock::KnowledgeBase Resource Type
AWS::Bedrock::KnowledgeBasePolicy,Bedrock,KnowledgeBasePolicy,bedrock.knowledge_base_policy,KnowledgeBaseId,,,yes,no,,Definition of AWS::Bedrock::KnowledgeBasePolicy Resource Type
AWS::Bedrock::Prompt,Bedrock,Prompt,bedrock.prompt,Arn,,Arn,yes,yes,,Definition of AWS::Bedrock::Prompt Resource Type
AWS::Bedrock::PromptVersion,Bedrock,PromptVersion,bedrock.prompt_version,Arn,,Arn,yes,yes,,Definition of AWS::Bedrock::PromptVersion Resource Type
AWS::Bedrock::ResourcePolicy,Bedrock,ResourcePolicy,bedrock.resource_policy,ResourceArn,,ResourceArn,yes,no,,Definition of AWS::Bedrock::ResourcePolicy Resource Type
AWS::BedrockAgentCore::ApiKeyCredentialProvider,BedrockAgentCore,ApiKeyCredentialProvider,bedrockagentcore.api_key_credential_provider,CredentialProviderArn,,CredentialProviderArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::ApiKeyCredentialProvider
AWS::BedrockAgentCore::BrowserCustom,BedrockAgentCore,BrowserCustom,bedrockagentcore.browser_custom,BrowserId,BrowserArn,BrowserArn,yes,yes,,Resource definition for AWS::BedrockAgentCore::BrowserCustom
AWS::BedrockAgentCore::BrowserProfile,BedrockAgentCore,BrowserProfile,bedrockagentcore.browser_profile,ProfileId,ProfileArn,ProfileArn,yes,yes,,Resource definition for AWS::BedrockAgentCore::BrowserProfile
AWS::BedrockAgentCore::CodeInterpreterCustom,BedrockAgentCore,CodeInterpreterCustom,bedrockagentcore.code_interpreter_custom,CodeInterpreterId,CodeInterpreterArn,CodeInterpreterArn,yes,yes,,Resource definition for AWS::BedrockAgentCore::CodeInterpreterCustom
AWS::BedrockAgentCore::ConfigurationBundle,BedrockAgentCore,ConfigurationBundle,bedrockagentcore.configuration_bundle,BundleArn,BundleId,BundleArn,yes,yes,,Definition of AWS::BedrockAgentCore::ConfigurationBundle Resource Type
AWS::BedrockAgentCore::Dataset,BedrockAgentCore,Dataset,bedrockagentcore.dataset,DatasetArn,DatasetId,DatasetArn,yes,yes,,Definition of AWS::BedrockAgentCore::Dataset Resource Type
AWS::BedrockAgentCore::Evaluator,BedrockAgentCore,Evaluator,bedrockagentcore.evaluator,EvaluatorArn,EvaluatorId,EvaluatorArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::Evaluator - Creates a custom evaluator for agent quality assessment using LLM-as-a-Judge configurations.
AWS::BedrockAgentCore::Gateway,BedrockAgentCore,Gateway,bedrockagentcore.gateway,GatewayIdentifier,,GatewayArn,yes,yes,,Definition of AWS::BedrockAgentCore::Gateway Resource Type
AWS::BedrockAgentCore::GatewayTarget,BedrockAgentCore,GatewayTarget,bedrockagentcore.gateway_target,"GatewayIdentifier,TargetId",,GatewayArn,yes,no,,Resource Type definition for AWS::BedrockAgentCore::GatewayTarget
AWS::BedrockAgentCore::Harness,BedrockAgentCore,Harness,bedrockagentcore.harness,Arn,HarnessId,Arn,yes,yes,,"Resource Type definition for AWS::BedrockAgentCore::Harness - a managed agentic loop service that provides a turnkey solution for running stateful, tool-equipped AI agents."
AWS::BedrockAgentCore::HarnessEndpoint,BedrockAgentCore,HarnessEndpoint,bedrockagentcore.harness_endpoint,Arn,HarnessId|EndpointName,Arn,yes,yes,,"Resource Type definition for AWS::BedrockAgentCore::HarnessEndpoint - a named, stable reference to a specific version of a Harness that callers invoke, allowing the underlying version to be updated wi"
AWS::BedrockAgentCore::Memory,BedrockAgentCore,Memory,bedrockagentcore.memory,MemoryArn,MemoryId,MemoryArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::Memory
AWS::BedrockAgentCore::OAuth2CredentialProvider,BedrockAgentCore,OAuth2CredentialProvider,bedrockagentcore.o_auth2_credential_provider,CredentialProviderArn,,CredentialProviderArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::OAuth2CredentialProvider
AWS::BedrockAgentCore::OnlineEvaluationConfig,BedrockAgentCore,OnlineEvaluationConfig,bedrockagentcore.online_evaluation_config,OnlineEvaluationConfigArn,OnlineEvaluationConfigId,OnlineEvaluationConfigArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::OnlineEvaluationConfig - Creates an online evaluation configuration for continuous monitoring of agent performance.
AWS::BedrockAgentCore::PaymentConnector,BedrockAgentCore,PaymentConnector,bedrockagentcore.payment_connector,PaymentConnectorArn,PaymentManagerId|PaymentConnectorId,PaymentConnectorArn,yes,no,,Resource Type definition for AWS::BedrockAgentCore::PaymentConnector
AWS::BedrockAgentCore::PaymentCredentialProvider,BedrockAgentCore,PaymentCredentialProvider,bedrockagentcore.payment_credential_provider,CredentialProviderArn,,CredentialProviderArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::PaymentCredentialProvider
AWS::BedrockAgentCore::PaymentManager,BedrockAgentCore,PaymentManager,bedrockagentcore.payment_manager,PaymentManagerArn,PaymentManagerId,PaymentManagerArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::PaymentManager
AWS::BedrockAgentCore::Policy,BedrockAgentCore,Policy,bedrockagentcore.policy,PolicyArn,PolicyEngineId|PolicyId,PolicyArn,yes,no,,Resource Type definition for AWS::BedrockAgentCore::Policy
AWS::BedrockAgentCore::PolicyEngine,BedrockAgentCore,PolicyEngine,bedrockagentcore.policy_engine,PolicyEngineArn,PolicyEngineId,PolicyEngineArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::PolicyEngine
AWS::BedrockAgentCore::ResourcePolicy,BedrockAgentCore,ResourcePolicy,bedrockagentcore.resource_policy,ResourceArn,,ResourceArn,yes,no,,Resource Type definition for AWS::BedrockAgentCore::ResourcePolicy
AWS::BedrockAgentCore::Runtime,BedrockAgentCore,Runtime,bedrockagentcore.runtime,AgentRuntimeId,,AgentRuntimeArn,yes,yes,,Resource Type definition for AWS::BedrockAgentCore::Runtime
AWS::BedrockAgentCore::RuntimeEndpoint,BedrockAgentCore,RuntimeEndpoint,bedrockagentcore.runtime_endpoint,AgentRuntimeEndpointArn,Id,AgentRuntimeEndpointArn,yes,yes,,Resource definition for AWS::BedrockAgentCore::RuntimeEndpoint
AWS::BedrockAgentCore::WorkloadIdentity,BedrockAgentCore,WorkloadIdentity,bedrockagentcore.workload_identity,Name,,WorkloadIdentityArn,yes,yes,,Definition of AWS::BedrockAgentCore::WorkloadIdentity Resource Type
AWS::BedrockMantle::Project,BedrockMantle,Project,bedrockmantle.project,Arn,Id,Arn,yes,yes,,Resource type definition for AWS::BedrockMantle::Project
AWS::Billing::BillingView,Billing,BillingView,billing.billing_view,Arn,,Arn,yes,yes,,A billing view is a container of cost & usage metadata.
AWS::BillingConductor::BillingGroup,BillingConductor,BillingGroup,billingconductor.billing_group,Arn,,Arn,yes,yes,,A billing group is a set of linked account which belong to the same end customer. It can be seen as a virtual consolidated billing family.
AWS::BillingConductor::CustomLineItem,BillingConductor,CustomLineItem,billingconductor.custom_line_item,Arn,,Arn,yes,yes,,A custom line item is an one time charge that is applied to a specific billing group's bill.
AWS::BillingConductor::PricingPlan,BillingConductor,PricingPlan,billingconductor.pricing_plan,Arn,,Arn,yes,yes,,Pricing Plan enables you to customize your billing details consistent with the usage that accrues in each of your billing groups.
AWS::BillingConductor::PricingRule,BillingConductor,PricingRule,billingconductor.pricing_rule,Arn,,Arn,yes,yes,,A markup/discount that is defined for a specific set of services that can later be associated with a pricing plan.
AWS::Braket::SpendingLimit,Braket,SpendingLimit,braket.spending_limit,SpendingLimitArn,,SpendingLimitArn,yes,yes,,Creates a spending limit for a specified quantum device. Spending limits help you control costs by setting maximum amounts that can be spent on quantum computing tasks within a specified time period.
AWS::Budgets::Budget,Budgets,Budget,budgets.budget,Id,,,no,no,,Resource Type definition for AWS::Budgets::Budget
AWS::Budgets::BudgetsAction,Budgets,BudgetsAction,budgets.budgets_action,"ActionId,BudgetName",,,yes,yes,,An example resource schema demonstrating some basic constructs and validation rules.
AWS::CE::AnomalyMonitor,CE,AnomalyMonitor,ce.anomaly_monitor,MonitorArn,,MonitorArn,yes,yes,,"AWS Cost Anomaly Detection leverages advanced Machine Learning technologies to identify anomalous spend and root causes, so you can quickly take action. You can use Cost Anomaly Detection by creating "
AWS::CE::AnomalySubscription,CE,AnomalySubscription,ce.anomaly_subscription,SubscriptionArn,,SubscriptionArn,yes,yes,,"AWS Cost Anomaly Detection leverages advanced Machine Learning technologies to identify anomalous spend and root causes, so you can quickly take action. Create subscription to be notified"
AWS::CE::CostCategory,CE,CostCategory,ce.cost_category,Arn,,Arn,yes,yes,,Resource Type definition for AWS::CE::CostCategory. Cost Category enables you to map your cost and usage into meaningful categories. You can use Cost Category to organize your costs using a rule-based
AWS::CUR::ReportDefinition,CUR,ReportDefinition,cur.report_definition,ReportName,,,yes,yes,,"The AWS::CUR::ReportDefinition resource creates a Cost & Usage Report with user-defined settings. You can use this resource to define settings like time granularity (hourly, daily, monthly), file form"
AWS::Cases::CaseRule,Cases,CaseRule,cases.case_rule,CaseRuleArn,,CaseRuleArn,yes,yes,,"A case rule. In the Amazon Connect admin website, case rules are known as case field conditions. Case rules are used to define the situations under which fields should have certain effects (such as re"
AWS::Cases::Domain,Cases,Domain,cases.domain,DomainArn,,DomainArn,yes,yes,,"A domain, which is a container for all case data, such as cases, fields, templates and layouts. Each Amazon Connect instance can be associated with only one Cases domain."
