provider,service_group,resource,category,name,schema_path,doc,params_json,permissions
aws,Monitoring,alarm,filter,value,aws.alarm.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Monitoring,alarm,action,auto-tag-user,aws.alarm.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Monitoring,alarm,action,delete,aws.alarm.actions.delete,Delete a cloudwatch alarm.,"{""properties"":{},""required"":[""type""]}",cloudwatch:DeleteAlarms
aws,Monitoring,alarm,action,mark-for-op,aws.alarm.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Monitoring,alarm,action,remove-tag,aws.alarm.actions.remove-tag,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,Monitoring,alarm,action,rename-tag,aws.alarm.actions.rename-tag,Rename an existing tag key to a new value.,"{""properties"":{""old_keys"":""array"",""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","tag:TagResources,tag:UntagResources"
aws,Monitoring,alarm,action,tag,aws.alarm.actions.tag,Applies one or more tags to the specified resources.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",tag:TagResources
aws,Monitoring,alarm,action,webhook,aws.alarm.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Compute,ami,filter,and,aws.ami.filters.and,Parent base class for filters and actions.,,
aws,Compute,ami,filter,cross-account,aws.ami.filters.cross-account,Check a resource's embedded iam policy for cross account access.,"{""properties"":{""whitelist_from"":""object"",""whitelist"":""array""},""required"":[""type""]}",ec2:DescribeImageAttribute
aws,Compute,ami,filter,event,aws.ami.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,ami,filter,image-age,aws.ami.filters.image-age,Filters images based on the age (in days),"{""properties"":{""op"":""#/definitions/filters_common/comparison_operators"",""days"":""number""},""required"":[""type""]}",
aws,Compute,ami,filter,image-attribute,aws.ami.filters.image-attribute,AMI Image Value Filter on a given image attribute.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""attribute"":[""description"",""kernel"",""ramdisk"",""launchPermissions"",""productCodes"",""blockDeviceMapping"",""sriovNetSupport"",""bootMode"",""tpmSupport"",""uefiData"",""lastLaunchedTime"",""imdsSupport""]},""required"":[""attribute""]}",
aws,Compute,ami,filter,list-item,aws.ami.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Compute,ami,filter,marked-for-op,aws.ami.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Compute,ami,filter,not,aws.ami.filters.not,Parent base class for filters and actions.,,
aws,Compute,ami,filter,or,aws.ami.filters.or,Parent base class for filters and actions.,,
aws,Compute,ami,filter,reduce,aws.ami.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Compute,ami,filter,tag-count,aws.ami.filters.tag-count,Simplify tag counting..,"{""properties"":{""count"":""integer"",""op"":[""eq"",""equal"",""ne"",""not-equal"",""gt"",""greater-than"",""ge"",""gte"",""le"",""lte"",""lt"",""less-than"",""glob"",""regex"",""regex-case"",""in"",""ni"",""not-in"",""contains"",""difference"",""intersect""]},""required"":[""type""]}",
aws,Compute,ami,filter,unused,aws.ami.filters.unused,Filters images based on usage,"{""properties"":{""value"":""boolean""},""required"":[""type""]}",
aws,Compute,ami,filter,value,aws.ami.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,ami,action,auto-tag-user,aws.ami.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Compute,ami,action,cancel-launch-permission,aws.ami.actions.cancel-launch-permission,Action to cancel this account's access to another another account's shared AMI,"{""properties"":{""dryrun"":""boolean""},""required"":[""type""]}",ec2:CancelImageLaunchPermission
aws,Compute,ami,action,copy,aws.ami.actions.copy,Action to copy AMIs with optional encryption,"{""properties"":{""name"":""string"",""description"":""string"",""region"":""string"",""encrypt"":""boolean"",""key-id"":""string""}}",ec2:CopyImage
aws,Compute,ami,action,deregister,aws.ami.actions.deregister,Action to deregister AMI,"{""properties"":{""delete-snapshots"":""boolean""},""required"":[""type""]}",ec2:DeregisterImage
aws,Compute,ami,action,mark,aws.ami.actions.mark,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ami,action,mark-for-op,aws.ami.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Compute,ami,action,normalize-tag,aws.ami.actions.normalize-tag,Transform the value of a tag.,"{""properties"":{""key"":""string"",""action"":""string"",""value"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ami,action,remove-launch-permissions,aws.ami.actions.remove-launch-permissions,Action to remove the ability to launch an instance from an AMI,"{""properties"":{""accounts"":""?""},""required"":[""type""]}","ec2:ResetImageAttribute,ec2:ModifyImageAttribute"
aws,Compute,ami,action,remove-tag,aws.ami.actions.remove-tag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ami,action,rename-tag,aws.ami.actions.rename-tag,Create a new tag with identical value & remove old tag,"{""properties"":{""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","ec2:CreateTags,ec2:DeleteTags"
aws,Compute,ami,action,set-deprecation,aws.ami.actions.set-deprecation,Action to enable or disable AMI deprecation,"{""properties"":{""date"":""string"",""days"":""integer"",""age"":""integer""},""required"":[""type""]}","ec2:EnableImageDeprecation,ec2:DisableImageDeprecation"
aws,Compute,ami,action,set-permissions,aws.ami.actions.set-permissions,Set or remove AMI launch permissions,"{""properties"":{""remove"":""?"",""add"":""array""},""required"":[""type""]}","ec2:ResetImageAttribute,ec2:ModifyImageAttribute"
aws,Compute,ami,action,tag,aws.ami.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ami,action,tag-trim,aws.ami.actions.tag-trim,Automatically remove tags from an ec2 resource.,"{""properties"":{""space"":""integer"",""preserve"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ami,action,unmark,aws.ami.actions.unmark,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ami,action,untag,aws.ami.actions.untag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ami,action,webhook,aws.ami.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Serverless,apigw-domain-name,filter,and,aws.apigw-domain-name.filters.and,Parent base class for filters and actions.,,
aws,Serverless,apigw-domain-name,filter,event,aws.apigw-domain-name.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,apigw-domain-name,filter,list-item,aws.apigw-domain-name.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Serverless,apigw-domain-name,filter,marked-for-op,aws.apigw-domain-name.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
